0.1292704992,1.979720444
-0.3808310457,1.693518557
0.7186931514,1.791792928
0.7229217121,0.6206546347
-0.4326885575,0.5415495289
-0.1987616935,0.2799997721
-0.6526790597,1.777376265
0.8328969822,0.9506416685
0.587535429,1.456189387
0.09390231661,1.180356081
-0.9511190756,0.7552841183
0.5101066202,0.1139708283
0.1377284753,1.420353019
-0.04770737912,0.7468297468
-0.9654948478,1.739375816
0.552321971,1.848530726
0.8956001164,1.449499384
-0.7384072446,1.929284257
0.2846533954,1.298952395
0.6706838045,1.52057473
-0.7819293301,1.252349592
-0.2827386975,0.8663862954
-0.4230840798,1.404724457
0.8328337907,0.3406910493
0.3787634106,1.498073818
0.8146083443,0.05183218398
-0.9969578273,0.4695414158
0.08351423759,0.04188304999
0.7573070832,0.6614048108
0.259210052,0.4812007571
-0.1325463238,0.4664241981
0.8898926983,0.3540303656
-0.3922967965,1.137185044
0.08694211598,1.202562048
-0.3463114665,0.8113037065
-0.442500915,0.7694998513
-0.2182329644,1.351289371
0.1160640643,0.5154680666
0.2559162101,1.278583571
0.3432326203,1.072450375
0.5577529104,1.794154371
0.4633748033,1.097033819
-0.3466878156,0.1858574708
0.5179529929,0.7129642571
0.7637021493,1.699952647
-0.2758630504,1.814682297
-0.5642561159,1.458768851
0.2381457973,1.55254968
0.8963989116,0.6187365826
0.1765783723,0.7484461139
0.4997459231,1.30579743
0.5902746754,1.189980839
-0.3562114935,1.905443971
-0.7982064679,1.977463625
-0.03406011296,0.2405740475
0.3636827606,0.576962582
0.1903306765,0.2314023772
-0.2508955102,0.393970459
0.2809236494,1.755856574
-0.1642854316,0.3480697948
0.5737967034,0.6699673901
0.3591631379,1.128760805
-0.5515112636,1.509755962
0.04320052032,1.119825773
0.842536256,1.608759046
-0.5000968989,1.326848822
-0.2931649766,1.227377261
0.2381692857,1.105664812
-0.9211544729,1.239403167
-0.003566409048,0.5021274813
-0.03923923158,0.5455157942
0.06972101596,1.993926575
-0.4895372201,1.618005063
0.8659830144,0.0698702403
-0.8037870263,0.5506782857
-0.387952863,0.6767085929
-0.2890284857,1.194785519
0.006091993681,1.266505771
0.8916773528,1.61606096
0.1842763545,0.8923224481
-0.4147393778,1.613750398
0.1808363022,0.9549178034
0.7199026611,0.7994135035
-0.4282906052,0.7481886359
0.9009424492,0.3051147566
-0.6858668333,0.05900779563
-0.3288638165,0.5305513853
-0.2094073422,1.692804373
-0.9678304194,1.530125624
0.5800312697,0.4951315454
0.5879934925,1.098898907
-0.7885175416,0.9686577003
0.6113319682,1.068891012
-0.403875143,0.741091321
-0.6526735105,0.5196623201
-0.4795245305,0.3914094874
0.5702740441,1.709216377
-0.6501461833,1.812082409
0.09709475162,1.883893834
-0.1226419164,1.046712689
-0.5299109863,0.5298137326
-0.4959106776,1.643014294
-0.6433636204,0.7856944591
0.4019239119,1.270453913
